filename,Throttle Value,Throttle State,Steering Value,Steering State
0052810.png,0.5,0,0.5,0
0013596.png,0.5,0,0.5,0
0129941.png,1.0,1,1.0,1
0100643.png,0.0,1,0.0,1
0075290.png,0.0,1,0.0,1
0088906.png,0.0,1,1.0,1
0045970.png,0.5,0,0.5,0
0084241.png,0.0,1,0.5,0
0141900.png,1.0,1,0.0,1
0088781.png,0.0,1,1.0,1
0049509.png,1.0,1,0.5,0
0111860.png,0.0,1,1.0,1
0106169.png,1.0,1,0.0,1
0024880.png,0.5,0,0.5,0
0109838.png,1.0,1,1.0,1
0088864.png,0.0,1,1.0,1
0067169.png,0.5,0,0.0,1
0100689.png,0.0,1,0.0,1
0010656.png,1.0,1,0.0,1
0087925.png,0.0,1,1.0,1
0055116.png,0.5,0,0.0,1
0088863.png,0.0,1,1.0,1
0026228.png,0.5,0,0.5,0
0075267.png,0.0,1,1.0,1
0141678.png,1.0,1,1.0,1
0088862.png,0.0,1,1.0,1
0113210.png,0.5,0,1.0,1
0021876.png,0.0,1,1.0,1
0087841.png,0.0,1,1.0,1
0088897.png,0.0,1,1.0,1
0042354.png,0.5,0,0.5,0
0093634.png,0.5,0,0.0,1
0146788.png,0.0,1,0.5,0
0000638.png,1.0,1,0.5,0
0093031.png,1.0,1,0.0,1
0087922.png,0.0,1,1.0,1
0111448.png,0.5,0,1.0,1
0001260.png,1.0,1,0.5,0
0089021.png,0.0,1,1.0,1
0148065.png,0.5,0,1.0,1
0035120.png,1.0,1,0.5,0
0041210.png,0.5,0,0.5,0
0142096.png,0.5,0,0.0,1
0005275.png,0.5,0,0.5,0
0147194.png,0.5,0,1.0,1
0067053.png,0.0,1,0.0,1
0087963.png,0.0,1,1.0,1
0120881.png,1.0,1,0.0,1
0029732.png,1.0,1,0.5,0
0062032.png,1.0,1,0.0,1
0122030.png,1.0,1,0.0,1
0042045.png,0.5,0,0.5,0
0065422.png,0.5,0,1.0,1
0062266.png,0.5,0,1.0,1
0109606.png,0.0,1,0.5,0
0104129.png,0.5,0,0.0,1
0012582.png,1.0,1,0.5,0
0108169.png,1.0,1,0.0,1
0145518.png,0.5,0,1.0,1
0050475.png,0.5,0,0.5,0
0105361.png,1.0,1,1.0,1
0097684.png,0.0,1,0.0,1
0011581.png,0.5,0,0.5,0
0102643.png,1.0,1,0.0,1
0103567.png,0.5,0,0.0,1
0010312.png,0.5,0,0.5,0
0048325.png,1.0,1,1.0,1
0012340.png,1.0,1,0.0,1
0097623.png,0.0,1,0.0,1
0006156.png,1.0,1,1.0,1
0067057.png,0.0,1,0.0,1
0137658.png,0.0,1,0.5,0
0097122.png,0.5,0,0.0,1
0110957.png,0.5,0,1.0,1
0138751.png,0.5,0,1.0,1
0088964.png,0.0,1,1.0,1
0016349.png,1.0,1,0.5,0
0043542.png,0.5,0,0.5,0
0132728.png,0.5,0,1.0,1
0031640.png,0.5,0,0.5,0
0047811.png,1.0,1,0.0,1
0059231.png,0.0,1,0.0,1
0108761.png,1.0,1,1.0,1
0087960.png,0.0,1,1.0,1
0056257.png,1.0,1,1.0,1
0009709.png,0.5,0,0.5,0
0070519.png,1.0,1,1.0,1
0147421.png,0.0,1,0.5,0
0101168.png,0.0,1,0.0,1
0090062.png,0.5,0,0.0,1
0011621.png,1.0,1,1.0,1
0084237.png,0.0,1,0.5,0
0055466.png,0.5,0,0.0,1
0088978.png,0.0,1,1.0,1
0101170.png,0.0,1,0.0,1
0009278.png,0.5,0,0.0,1
0058891.png,0.0,1,0.5,0
0078462.png,0.5,0,1.0,1
0087869.png,0.0,1,1.0,1
0115519.png,1.0,1,0.0,1
0118080.png,1.0,1,0.0,1
0088880.png,0.0,1,1.0,1
0141405.png,1.0,1,0.0,1
0102276.png,1.0,1,0.0,1
0088876.png,0.0,1,1.0,1
0043535.png,0.5,0,0.5,0
0035215.png,1.0,1,0.5,0
0022302.png,1.0,1,0.5,0
0063770.png,0.5,0,0.0,1
0120945.png,1.0,1,0.0,1
0100671.png,0.0,1,0.0,1
0003569.png,0.5,0,0.5,0
0097616.png,0.0,1,0.0,1
0057974.png,0.0,1,0.5,0
0046338.png,0.5,0,0.5,0
0010146.png,0.0,1,0.5,0
0041644.png,1.0,1,0.5,0
0076247.png,0.0,1,0.5,0
0070080.png,0.5,0,0.0,1
0088971.png,0.0,1,1.0,1
0025270.png,0.5,0,0.5,0
0145810.png,0.5,0,0.0,1
0055446.png,0.0,1,0.5,0
0067711.png,1.0,1,0.0,1
0065374.png,0.5,0,0.0,1
0097616.png,0.0,1,0.0,1
0121301.png,1.0,1,1.0,1
0037171.png,0.0,1,1.0,1
0067021.png,0.0,1,0.0,1
0091531.png,0.5,0,1.0,1
0089155.png,1.0,1,0.0,1
0025106.png,0.5,0,0.5,0
0065116.png,0.5,0,1.0,1
0040712.png,1.0,1,0.5,0
0095059.png,1.0,1,0.0,1
0135658.png,0.5,0,0.0,1
0109272.png,0.0,1,0.5,0
0029853.png,0.5,0,0.5,0
0111864.png,0.0,1,1.0,1
0088447.png,1.0,1,0.0,1
0016361.png,1.0,1,0.5,0
0097656.png,0.0,1,0.0,1
0074866.png,0.5,0,0.0,1
0128061.png,1.0,1,0.0,1
0001390.png,0.5,0,0.5,0
0138517.png,0.5,0,1.0,1
0107621.png,0.5,0,1.0,1
0100694.png,0.0,1,0.0,1
0023464.png,0.5,0,0.5,0
0107052.png,1.0,1,1.0,1
0089117.png,1.0,1,0.0,1
0075278.png,0.0,1,0.0,1
0055996.png,0.0,1,0.0,1
0097649.png,0.0,1,0.0,1
0019990.png,0.0,1,0.5,0
0100681.png,0.0,1,0.0,1
0005333.png,0.5,0,0.5,0
0016426.png,0.5,0,0.5,0
0005677.png,0.5,0,0.5,0
0053818.png,0.5,0,0.5,0
0075254.png,0.0,1,0.0,1
0014302.png,1.0,1,0.5,0
0069098.png,0.5,0,1.0,1
0087801.png,0.5,0,0.0,1
0033570.png,0.5,0,0.5,0
0009232.png,0.5,0,0.5,0
0020585.png,1.0,1,0.5,0
0112528.png,1.0,1,0.0,1
0028706.png,0.5,0,0.5,0
0134222.png,0.5,0,0.0,1
0093275.png,0.5,0,0.0,1
0138767.png,0.5,0,1.0,1
0015273.png,1.0,1,0.5,0
0020768.png,1.0,1,0.5,0
0057566.png,0.0,1,1.0,1
0145579.png,0.5,0,0.0,1
0055702.png,0.5,0,0.0,1
0102837.png,1.0,1,1.0,1
0111098.png,0.5,0,0.0,1
0071195.png,1.0,1,0.0,1
0097663.png,0.0,1,0.0,1
0075264.png,0.0,1,0.0,1
0019368.png,1.0,1,0.5,0
0063897.png,1.0,1,1.0,1
0128156.png,1.0,1,0.0,1
0105755.png,0.0,1,0.5,0
0088788.png,0.0,1,1.0,1
0069284.png,0.5,0,0.0,1
0051473.png,0.5,0,0.5,0
0030928.png,1.0,1,1.0,1
0102663.png,1.0,1,0.0,1
0059902.png,1.0,1,0.0,1
0069938.png,0.5,0,1.0,1
0099064.png,1.0,1,0.0,1
0040291.png,0.5,0,0.5,0
