filename,Throttle Value,Throttle State,Steering Value,Steering State
0088938.png,0.0,1,0.0,1
0138758.png,0.5,0,1.0,1
0097664.png,0.0,1,0.0,1
0048009.png,1.0,1,0.0,1
0062301.png,0.5,0,1.0,1
0044206.png,1.0,1,0.5,0
0140442.png,0.5,0,0.0,1
0067042.png,0.0,1,0.0,1
0108613.png,0.5,0,1.0,1
0100666.png,0.0,1,0.0,1
0143557.png,0.5,0,0.0,1
0012861.png,0.5,0,0.5,0
0065084.png,0.5,0,1.0,1
0050769.png,0.5,0,1.0,1
0003381.png,0.5,0,0.5,0
0144709.png,0.5,0,0.0,1
0037176.png,0.0,1,1.0,1
0101211.png,0.0,1,0.0,1
0072914.png,1.0,1,0.0,1
0112600.png,0.0,1,0.5,0
0088956.png,0.0,1,0.0,1
0067084.png,0.0,1,0.0,1
0111820.png,0.0,1,1.0,1
0075275.png,0.0,1,0.0,1
0050485.png,0.5,0,0.5,0
0016462.png,0.5,0,0.5,0
0022244.png,1.0,1,0.5,0
0087987.png,0.0,1,0.5,0
0034080.png,0.5,0,0.5,0
0043234.png,0.5,0,0.0,1
0052908.png,1.0,1,0.5,0
0110863.png,0.5,0,1.0,1
0146970.png,0.5,0,1.0,1
0065593.png,0.5,0,0.0,1
0102594.png,1.0,1,1.0,1
0106960.png,1.0,1,0.0,1
0067043.png,0.0,1,0.0,1
0079527.png,1.0,1,1.0,1
0122162.png,0.0,1,0.5,0
0140658.png,0.5,0,0.0,1
0015033.png,1.0,1,0.5,0
0054160.png,0.5,0,1.0,1
0041520.png,1.0,1,0.5,0
0104607.png,0.5,0,0.0,1
0065597.png,0.5,0,0.0,1
0074355.png,0.5,0,1.0,1
0141402.png,1.0,1,0.0,1
0134256.png,0.5,0,0.0,1
0040331.png,1.0,1,0.5,0
0099051.png,1.0,1,1.0,1
0095700.png,0.5,0,0.0,1
0141031.png,0.0,1,0.5,0
0136827.png,1.0,1,1.0,1
0057376.png,1.0,1,1.0,1
0068648.png,1.0,1,1.0,1
0041984.png,0.5,0,0.5,0
0140189.png,0.5,0,0.0,1
0129445.png,1.0,1,0.0,1
0014185.png,1.0,1,0.5,0
0033491.png,0.5,0,0.5,0
0126815.png,1.0,1,0.0,1
0147464.png,1.0,1,1.0,1
0132538.png,0.5,0,0.0,1
0072549.png,1.0,1,0.0,1
0123002.png,1.0,1,1.0,1
0060129.png,0.5,0,1.0,1
0145104.png,0.5,0,1.0,1
0093379.png,0.0,1,0.5,0
0065374.png,0.5,0,0.0,1
0144592.png,0.5,0,0.0,1
0117041.png,0.5,0,1.0,1
0117957.png,0.5,0,1.0,1
0054566.png,0.5,0,1.0,1
0086074.png,1.0,1,0.0,1
0030966.png,1.0,1,0.0,1
0023202.png,1.0,1,0.5,0
0041203.png,0.5,0,0.5,0
0038560.png,1.0,1,0.5,0
0057570.png,0.0,1,1.0,1
0111837.png,0.0,1,1.0,1
0133749.png,1.0,1,0.0,1
0057170.png,0.5,0,1.0,1
0111790.png,0.0,1,1.0,1
0022598.png,1.0,1,0.5,0
0084322.png,1.0,1,0.0,1
0103396.png,0.0,1,0.5,0
0093842.png,0.0,1,0.5,0
0022933.png,0.5,0,0.0,1
0069096.png,0.5,0,1.0,1
0013980.png,1.0,1,0.5,0
0111787.png,0.0,1,1.0,1
0084511.png,1.0,1,1.0,1
0134366.png,1.0,1,0.0,1
0059230.png,0.0,1,0.0,1
0057691.png,0.0,1,1.0,1
0137762.png,0.0,1,0.5,0
0138745.png,0.5,0,1.0,1
0032815.png,0.5,0,0.5,0
0075252.png,0.0,1,0.0,1
0071333.png,1.0,1,1.0,1
0026204.png,1.0,1,0.5,0
0077733.png,1.0,1,1.0,1
0144417.png,1.0,1,1.0,1
0130542.png,1.0,1,1.0,1
0105627.png,0.5,0,1.0,1
